tx_hash,block,timestamp,tx_from,native_value_eth,input_token_class,tokens_sent_by_eoa,tokens_recv_by_eoa,v4_hops,n_v4_hops,suspect_legs,suspect_usdg_in,suspect_fire_out,swap_sender
0xd14b2b298e0aba7e3d7d8606ffb2fba638bfe0adc9ed77c96dcc0098266d6ff8,21925772,2026-07-28T21:46:17+00:00,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,0,none_from_eoa,,USDG:0.076029,ETH/USDG@500 -> ETH/FIRE@3000 -> FIRE/USDG@500000,3,1,4.35998,14731.232112448708,0x4dbfd2ea0fa92f7f4e695078abb905395a24c113
0x0511e8f74be617b6f6316f68a3bace2e6251428250b299f0da008ad606391890,22218851,2026-07-29T05:55:37+00:00,0xfce111029a620c7aa50f3d85c2cefcf5ee70c236,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000 -> WETH/USDG@300,3,1,2.530893,8452.711712134042,0x7702e2e6b53114a037c45a89f855b52721a1c755
0x3df7ca6c08a92c68215340262df17a020dead9ac6ca3cb6297ae4079dad8f39b,22236184,2026-07-29T06:24:37+00:00,0x338d0cd039d0f2511ae9858a2cbbe4d73052e0f6,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,1,29.259643,114537.79407317466,0xa633c73658857d5241fe21d43f854a82e2d0592c
0x5ebebfc6ae2528cc2bd7054d5e632c23b2e8b31ccab07ea7ef3b3751318d42d2,22236184,2026-07-29T06:24:37+00:00,0x7081e9256628cd654034195ecffca45993970625,0,none_from_eoa,,,FIRE/USDG@400000 -> ETH/FIRE@3000,2,1,10.425325,40492.914199143466,0xc18410feffd9a42ec1a2f88e35cd74b80b8b3576
0xf355b30f08d7ee8cd63ed6c9e71b47d7f36a5fee2a6e7612f3aefd47af646864,22698348,2026-07-29T19:17:08+00:00,0xeeef618a70e663813331892ee129709845570a1f,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,1,8.048668,37231.79035923483,0xa633c73658857d5241fe21d43f854a82e2d0592c
0x5784c7333801156d7e31782bd96754f6ce6597c3bf0cb4ffd99ec514d86ed909,22698350,2026-07-29T19:17:08+00:00,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,0,none_from_eoa,,,FIRE/USDG@400000 -> ETH/FIRE@3000,2,1,3.099868,14171.590475008607,0xb1b0edf036b72231e303a12f4a682191a356feb3
0x20a5232eb7c5d688b2ec7815e59c6428c7c7c76f1ef6c0101e2f6fc272cb6886,22699058,2026-07-29T19:18:19+00:00,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,0,none_from_eoa,,,FIRE/USDG@850000 -> FIRE/USDG@450000 -> FIRE/USDG@400000 -> FIRE/USDG@500000,4,2,9.721594,48248.500810802549,0x39b38686a19836ac10162c490e4558e120cbbe5f
0xce217e230ea8bf23bb747e65eae65fad8e9c8b7365f7e18b22584b5581a13ddc,23390490,2026-07-30T14:34:01+00:00,0xa6935eecdc353b080a22dfecd744f400ce5480d6,0,FIRE,FIRE:23582.304766955243412169,,FIRE/USDG@500000,1,1,4.481891,23582.304766955243,0x53bf6b0684ec7ef91e1387da3d1a1769bc5a6f77
0xe19feb6ec5b38f6e261edd23e9e514f9d5fc81c3c5b73d8b35e21a49330e61c4,23393330,2026-07-30T14:38:45+00:00,0xa6935eecdc353b080a22dfecd744f400ce5480d6,0,FIRE,FIRE:233464.817192856909780475,,FIRE/USDG@500000,1,1,35.478862,233464.81719285692,0x53bf6b0684ec7ef91e1387da3d1a1769bc5a6f77
0x68bd91ef9d9ae091304291a71043d271678d3d2e1b00bdefdfb851feb220fc31,23394826,2026-07-30T14:41:14+00:00,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,0,FIRE,FIRE:1420.994446281893190417,,FIRE/USDG@400000 -> ETH/USDG@460,2,1,0.317607,1420.9944462818933,0xa687b664662b96b180346d699a6d5b42e9b05d31
0xe51232c0376feb312966c5b3c60a02412d8a506d6355eb48955907ddc9538288,23421648,2026-07-30T15:26:01+00:00,0x1aa511c41636dc4e1dafe5092157eb606da01d03,0,FIRE,FIRE:34275.98625950250140282,,FIRE/USDG@400000,1,1,6.906805,34275.986259502504,0xa687b664662b96b180346d699a6d5b42e9b05d31
0x858b30541c3e8809b0e6b4c7270b14b568c27776e2061bebddeb15100ef2b561,23432604,2026-07-30T15:44:20+00:00,0x4be149bfa18f5c6e622f40a5fa779a44a86c6df2,0,none_from_eoa,,,FIRE/USDG@991230 -> FIRE/USDG@400000,2,1,7.624378,48569.22122250229,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d
0x170ed1f872d44e60f25fd21363324f07e5ffa6ca8e94424603280f6600b0d2b9,23432605,2026-07-30T15:44:20+00:00,0x1360dda89a47ee1697c47d04d97a149f6e39f36f,0,none_from_eoa,,,FIRE/USDG@991230 -> FIRE/USDG@500000,2,1,2.381673,16295.170219604732,0x000000000022b747bc1057d9497efe6d1c69296f
0xb17835f469d9f25404dce0399bc2151ee7aa0d094ef62dd10fe20ff3be07e35b,23433845,2026-07-30T15:46:24+00:00,0xe49193acd219557a150e35ccc2a66f89c42482e6,0,FIRE,FIRE:503833.523048941691991737,USDG:46.604108,FIRE/USDG@500000,1,1,46.835945,503833.5230489417,0xa687b664662b96b180346d699a6d5b42e9b05d31
0x4a337d19f9cf01881a1d51987e9572d36d9f2e0380906e980a7af3d3ab3e2779,23436990,2026-07-30T15:51:39+00:00,0x75cddbbbec8794f90ec75900501cfbe24da32714,0,none_from_eoa,,,FIRE/USDG@400000 -> FIRE/USDG@450000 -> FIRE/USDG@850000,3,1,0.662535,4972.036627799586,0x6aea160407e73658c6c546de727a7ef4cd73a1ad
0xcd5a6a7752daf94ef19ddf3ddd47d3c2ebccf65ae9bdd308f72e674c9015221f,24603793,2026-08-01T00:20:26+00:00,0x43370240c309f6cc0815929a176609267971224f,0,none_from_eoa,,,FIRE/USDG@400000,1,1,2.874755,9504.309031260407,0x8f10b468b06c6fd214b65f87778827f7d113f996
0x97e189b3bd86168a74800a7b7d0f5d91dd44c739639b08923307e24196da7154,24672496,2026-08-01T02:15:12+00:00,0xd6b33bcf3446f353ac4267f3cf66f405763a8735,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,4.210633,14467.295318047376,0x000000000022b747bc1057d9497efe6d1c69296f
0xf1b49d7d28f2a8ee50c57b345d5bb295623063908a3401eabf4b65e929348b1f,24672547,2026-08-01T02:15:17+00:00,0xfce11105bc7341b2b3b680b5cb21b2ada8cedf0d,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@100,3,1,3.4172,12246.843424485061,0x7702e2e6b53114a037c45a89f855b52721a1c755
0xec2209382c9f32554e92334e1fad141df92c99b9bfac62b70a8b712778b42b18,24673351,2026-08-01T02:16:38+00:00,0xfce1110e624a7ff68d72cfbdbb05855c3b20dc6a,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@100,3,1,7.820953,29890.20051236639,0x7702e2e6b53114a037c45a89f855b52721a1c755
0x459f4162d86a2f660bf457497426e6f3e26a696415209fc3ce2dd42e570b7887,24673829,2026-08-01T02:17:26+00:00,0xa2fdf319500419579d0f60b28d6e67cbc1260ed5,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,3.790917,15504.767040506718,0x000000000022b747bc1057d9497efe6d1c69296f
0x3a4e65ee6903675542b60054aec1870c186302c1ec261a490153d3b7e819b36e,24675904,2026-08-01T02:20:54+00:00,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,15.792244,73039.58987193504,0xa633c73658857d5241fe21d43f854a82e2d0592c
0xdbc511aecf9115060561980a6f83f1d24fe4bafa6c78a5a80ba4b72bf71387a1,24675917,2026-08-01T02:20:55+00:00,0xf0229a7df821096bd3e097e36152bc948c1f4cc0,7.501E-15,ETH(native),,,ETH/FIRE@3000 -> FIRE/USDG@500000,2,1,4.289642,21336.007586877353,0x000000007907b910ae1ee64a71f95b592fc7bb89
0xc70c5c0925746e43008b7474543f82cfd8c32c9c0345669cbef330abbec34268,24676025,2026-08-01T02:21:06+00:00,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,1,13.124824,73311.49513407025,0xa633c73658857d5241fe21d43f854a82e2d0592c
0x05a0e773750f26abd85afafc95f9b3816572bbea348d0c11963810fcd7294387,24676025,2026-08-01T02:21:06+00:00,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,12.524823,69886.08357172023,0xa633c73658857d5241fe21d43f854a82e2d0592c
0x6ea987c848f419787fd1649c64767ff856ebd88fa2c0a112481a26af98fc00a4,25087698,2026-08-01T13:49:46+00:00,0x4da5fb9c62006e9450df7e8b3d0d5c044b5759a8,0,FIRE,FIRE:74557.665073790240767109|FIRE:67101.898566411216690398|FIRE:7455.766507379024076711,WETH:0.012058056228441429,FIRE/USDG@500000 -> WETH/USDG@200 -> FIRE/USDG@400000 -> WETH/USDG@300 -> FIRE/USDG@450000 -> WETH/USDG@100,6,2,21.386055,141659.56364020145,0x8876789976decbfcbbbe364623c63652db8c0904
0x09484e647065b7b3a0c6c3fa5ce2f72c666a8bbbb96aa30a4d102946b985aa62,25595294,2026-08-02T03:57:59+00:00,0x1edb56b951d492a0f18b3adeab2f1880e487fa9f,0,FIRE,FIRE:1227.581665185769965718,FRONG:62.919255140650447337,FIRE/USDG@400000 -> ETH/FRONG@2500,2,1,0.170496,1227.58166518577,0x8876789976decbfcbbbe364623c63652db8c0904
0xbbeeab11f580c8430d4a4a349cde4d192c2e708ada06810910b9a0abef4864ea,28041380,2026-08-05T00:05:42+00:00,0x6fe9e13938f25fbaf0493522cf56480f4a992f1b,0,FIRE,FIRE:19870.634783155107960141,USDG:3.004103,FIRE/USDG@400000,1,1,3.004103,19870.634783155107,0x8876789976decbfcbbbe364623c63652db8c0904
0x4c936f02df1b87873dbd3262df5519051387ee2535b3bd142f8b702c9023fc96,29572361,2026-08-06T18:41:59+00:00,0x1f09756741dedc39a9669565601c4bec5a548af6,0,FIRE,FIRE:37915.781722941834421679,,FIRE/USDG@400000 -> WETH/USDG@200,2,1,5.739569,37915.781722941836,0x8876789976decbfcbbbe364623c63652db8c0904
0x10a09a490cecce71fb826a8866c6596403ebfb419d582739ca28753bf06b2c6d,29714959,2026-08-06T22:39:58+00:00,0xeeef618a70e663813331892ee129709845570a1f,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,7.155152,16475.49821438932,0xa633c73658857d5241fe21d43f854a82e2d0592c
0x5a5ad12282b15825e51ded68f8a030361a5db57460980a5ff99d4c59356b6124,29720011,2026-08-06T22:48:22+00:00,0x11c551c0dea7d78ca92390571480bebeab630505,0,FIRE,FIRE:1932.875343089491204219,,FIRE/USDG@400000,1,1,0.805954,1932.8753430894913,0x8876789976decbfcbbbe364623c63652db8c0904
0x135516d2b77d8b5c7308895b4d83e6b381413b6736bc69bab0089f9ec825035f,29929309,2026-08-07T04:37:18+00:00,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,0,none_from_eoa,,,FIRE/USDG@400000 -> ETH/FIRE@3000,2,1,4.373068,10769.556963611401,0x3892d8dba09b0d079d6b97064bc088eed437da25
0x6a528eea74cede3192f4bca667ed9b98a60c9118aa2318a307e0665576f76ca1,29949232,2026-08-07T05:10:37+00:00,0x45df5e6c3bccb8a03049653472096156aaec8012,0,none_from_eoa,,,FIRE/USDG@400000,1,1,0.790576,1999.06946381495,0x114d574247342eafea95b7a9234e62984d48cd9e
0x27c90e6c8822cf3983b8b7f6827b3d453c0405996ded40018f4b74da49450b02,30283903,2026-08-07T14:30:06+00:00,0x672e672fc3eb65dcb9f844d30cc0292125e01526,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,21.960569,58867.59525921174,0xac24ce15ac5f4ca34be88a4bf1b5e17303dab423
0x578f2da8045fff60e66df9756c970e44a16522ab90232a35855daf8c4b33f9ee,30284063,2026-08-07T14:30:22+00:00,0x1d11dc9f4ad849c241368ea0b776e52b046f6f00,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000 -> PONS/USDG@2500,3,1,4.523691,13987.418185169947,0x000000000022b747bc1057d9497efe6d1c69296f
0x41d88c5be4c1073778579fb75637d77227530179d4e932ee7d6dc0669e5439b3,30442016,2026-08-07T18:54:04+00:00,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0,none_from_eoa,,,ETH/USDG@8388608 -> ETH/FIRE@3000 -> FIRE/USDG@400000,3,1,18.848663,67142.96002843938,0x6ab8c6c5451126a0c5ce92c7999797067d449c31
0xbfa23640715b910bcbd95ea6c01f9f29d2fc2f41200641632457356c25d049a4,30442016,2026-08-07T18:54:04+00:00,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@500000 -> USDG/VIRTUAL@3000,3,1,22.437048,79460.14543797416,0xa633c73658857d5241fe21d43f854a82e2d0592c
0x07191c68596f2b14f87d44fee034c96fb31f3b97821cd9fbbcae4815d2c8d725,31143120,2026-08-08T14:24:50+00:00,0xfce2220c39b345e7273cdce4f58ce54a5e40eb79,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000,2,1,4.959454,7546.64060055643,0x849bc3e52bb2e1807cc97afbf2528a79128a5deb
0xe359893cd11bd8306356caf993fd0f13d9b2bcb067320c58c4c8b0b10f5e0e09,31143120,2026-08-08T14:24:50+00:00,0xbc6b4e98c1a34329f40cc31eb8b35a0478fb6b01,0,none_from_eoa,,,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@8388608,3,1,17.646214,29177.59285908931,0x0930790d32890aedd4c33fc6f9a67a1638394a12
0xd87fc3352f51c8f3164821a296f9f3ce9a5aafdfc19cd7ec19ecff5702b8f6df,31143195,2026-08-08T14:24:57+00:00,0x0ec4e45f9ce3020024c0418a74cd31fbc487038f,0,none_from_eoa,,,FIRE/USDG@400000,1,1,9.310182,17043.08848266507,0x8876789976decbfcbbbe364623c63652db8c0904
0xfcfbe8c386a8d77a35c3d56a568164d4179947e680a378308793bbfd57e0b9df,31144696,2026-08-08T14:27:28+00:00,0xbe2a16dca3961c19acda0268c829e0eb437b28e6,0,FIRE,FIRE:1859.104275|FIRE:741782.605725,,FIRE/USDG@400000 -> FIRE/USDG@500000 -> ETH/USDG@25,3,2,207.304475,741782.6057250000,0x8f10b468b06c6fd214b65f87778827f7d113f996
0xbd387a2bf710e37442ab8e1ecba19bd443227a5237134c25acc509477a75b1d7,31515786,2026-08-09T00:46:37+00:00,0xe71411ebb40224f0043d21ee440829156f4fab0a,0,FIRE,FIRE:635.75,USDG:0.255802,FIRE/USDG@400000,1,1,0.255802,635.75,0x8876789976decbfcbbbe364623c63652db8c0904
0xc6545cb0eb62a12a2ac618e2175242e2a5b5b989d7ddf96339aef235014e9480,31554663,2026-08-09T01:51:31+00:00,0xe71411ebb40224f0043d21ee440829156f4fab0a,0,FIRE,FIRE:476.8125,,FIRE/USDG@400000 -> ETH/USDG@8388608,2,1,0.191547,476.8125,0x8876789976decbfcbbbe364623c63652db8c0904
