tx_hash,timestamp,block,route_shape,n_v4_hops,suspect_pool_50_touched,suspect_pool_40_touched,canonical_pool_touched,classification,cycle_asset,cycle_input,cycle_output,gross_profit,gross_profit_pct,gas_payer,gas_cost_eth,net_profit_after_gas_if_attributable,profit_recipient,profit_recipient_confidence,all_residual_tokens,accounting_balanced,trace_ok,weth_wrap_events,swap_sender,tx_from,protocol_fee_active
0x64fa0aa1c397a6b32f8bdff2c53a9bb079e8ce156b5418351aa19d9b8c41e791,2026-07-26T18:49:27+00:00,20098837,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,5201.553144158262515977,2.401443000000000000,0.000000000000000000,0.000000,0x433702948d7be4201a2bcee6c349ad807c547a5d,0.000033066582384000,,,low,FIRE:-5201.5531441583|USDG:+2.4014430000,False,True,False,0x8f10b468b06c6fd214b65f87778827f7d113f996,0x433702948d7be4201a2bcee6c349ad807c547a5d,no
0x159c64034d5948d14b90f97676149c33a011450b07ee183bb126ea07076eb581,2026-07-26T20:05:24+00:00,20144334,ETH/FIRE@3000 -> FIRE/USDG@500000,2,True,False,True,ONE_WAY_ROUTE,ETH->USDG,0.005219581215386848,10.443262000000000000,0.000000000000000000,0.000000,0xeeef618a70e663813331892ee129709845570a1f,0.000036770252220000,,,low,ETH:-0.0052195812|USDG:+10.4432620000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,no
0x50cfbe113e3513708e67281c4deb85eb8e812cb71adab1de79c9c84bd9d67076,2026-07-26T20:06:09+00:00,20144775,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@100,3,False,True,True,CLOSED_CYCLE,ETH,0.001001274585178230,0.001054180255311408,0.000052905670133178,5.283832,0xfce11108e69699329c11e0882af3570a9825ad1d,0.000030198059632000,0.000022707610501178,0x228148889505f14602458969e36f8546cd0f0354,medium,ETH:+0.0000529057,True,True,False,0x7702e2e6b53114a037c45a89f855b52721a1c755,0xfce11108e69699329c11e0882af3570a9825ad1d,no
0x61765728c828a35c2745888d4f902b426a0fc9bc6cbb7a5b2f1402c53b34e319,2026-07-26T20:09:37+00:00,20146865,ETH/USDG@460 -> ETH/FIRE@3000 -> FIRE/USDG@500000,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,0.000011822283690000,,,low,ETH:+0.0000223930|USDG:+0.0829360000,False,True,False,0x4dbfd2ea0fa92f7f4e695078abb905395a24c113,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,no
0x7e9eca7202bd22a619e43374079762d3725518751b8b6b337966c5628cb621d1,2026-07-26T20:11:40+00:00,20148080,ETH/FIRE@3000 -> FIRE/USDG@500000,2,True,False,True,ONE_WAY_ROUTE,ETH->USDG,0.005825838403221471,11.760721000000000000,0.000000000000000000,0.000000,0xeeef618a70e663813331892ee129709845570a1f,0.000036730096296000,,,low,ETH:-0.0058258384|USDG:+11.7607210000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,no
0xd932ac75d98c17d4657d10968a80e5ad91f6a42c3ff29bcbc118e19b21585bfe,2026-07-26T20:11:40+00:00,20148081,FIRE/USDG@400000 -> ETH/FIRE@3000,2,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xb18192f07549bd799d4ac5ca8f93aaa722454118,0.000039641506748000,,,low,ETH:-0.0015196950|FIRE:+84.6284864336|USDG:+3.1404930000,False,True,False,0x66553d3b26eef6021b5de73c1dd0ce3067d7da79,0xb18192f07549bd799d4ac5ca8f93aaa722454118,no
0x0e8761a434d77192d252711ea37f5bf9036540543cc62b7b302ac27cb97c98bc,2026-07-26T22:46:18+00:00,20240624,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,6844.643200800300000000,2.296555000000000000,0.000000000000000000,0.000000,0x4337007ab182ebe9cdb0bc4b96734c32176d44cc,0.000030514651320000,,,low,FIRE:-6844.6432008003|USDG:+2.2965550000,False,True,False,0x8f10b468b06c6fd214b65f87778827f7d113f996,0x4337007ab182ebe9cdb0bc4b96734c32176d44cc,no
0x0be0c91ceeda08475fd42d59888d493ffb781ec44de77cfb71a82e00081f2286,2026-07-27T01:56:41+00:00,20354494,ETH/FIRE@3000 -> FIRE/USDG@400000 -> WETH/USDG@200,3,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000037990162864000,,,low,ETH:-0.0187037206|WETH:+0.0506267000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,no
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,2026-07-27T01:56:41+00:00,20354494,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000038001758640000,,,low,ETH:-0.0679825799|WETH:+0.1583535458,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,no
0x06a96fea1c1aad20fa91232e5c83485a739e6059448bb34c8380734375db8fb9,2026-07-27T01:56:41+00:00,20354496,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@450,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x8c8ad14cbebc65c6af15c484098c501f08ecb611,0.000018930290110000,,,low,ETH:-0.0061198009|WETH:+0.0064150603,False,True,False,0x000000000022b747bc1057d9497efe6d1c69296f,0x8c8ad14cbebc65c6af15c484098c501f08ecb611,no
0xa7572b706ba4e0e23fe3fcb2dcb278da6ce2d46142f80cd381aa1990da44b9bd,2026-07-27T02:14:55+00:00,20365401,FIRE/USDG@500000,1,True,False,False,ONE_WAY_ROUTE,FIRE->USDG,6041.599301933559037967,3.285166000000000000,0.000000000000000000,0.000000,0x1983824aa3cf023dfd233115e801520b9d49a258,0.000017364746892000,,,low,FIRE:-6041.5993019336|USDG:+3.2851660000,False,True,False,0xa687b664662b96b180346d699a6d5b42e9b05d31,0x1983824aa3cf023dfd233115e801520b9d49a258,no
0x8833948f0f6bc8398085162f19834336a3dc0abdca62c38ba0270525dba04c61,2026-07-27T02:36:24+00:00,20378248,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xeeef618a70e663813331892ee129709845570a1f,0.000035725663800000,,,low,ETH:-0.0044153955|WETH:+0.0045445217,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,no
0x88de39808ac0335c509d0a853382fef16634d9d4d5d185b468ecb158982d60a8,2026-07-27T02:43:33+00:00,20382514,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,11832.388973902900000000,5.938436000000000000,0.000000000000000000,0.000000,0x4337012eaf1f862b8dbdc6b62a01782ae01ef038,0.000022727516784000,,,low,FIRE:-11832.3889739029|USDG:+5.9384360000,False,True,False,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x4337012eaf1f862b8dbdc6b62a01782ae01ef038,no
0x0300e25418ec3059428f74fb8cf1e8853b2fbb6f565d8041f85572e9e49fd3b8,2026-07-27T02:54:38+00:00,20389139,PONS/USDG@3000 -> FIRE/USDG@500000,2,True,False,False,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x4337017d2e3f5e4160a27f6fdbdc38719343c62f,0.000035711510240000,,,low,FIRE:-18519.3303748704|PONS:-58.6329026320|USDG:+12.3142460000,False,True,False,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x4337017d2e3f5e4160a27f6fdbdc38719343c62f,no
0x717b53794bff024222a3df8e55a6be6e967e6f66b4a6139a7ad4978d78854e5b,2026-07-27T07:58:29+00:00,20570751,ETH/FIRE@3000 -> FIRE/USDG@500000,2,True,False,True,ONE_WAY_ROUTE,ETH->USDG,0.006228034573751174,12.700519000000000000,0.000000000000000000,0.000000,0xeeef618a70e663813331892ee129709845570a1f,0.000031278928560000,,,low,ETH:-0.0062280346|USDG:+12.7005190000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,no
0x5717d76e8646d3e2983d565210ccc95b5cb61ae0d81c82a84d5b0eb8b175ea65,2026-07-27T13:06:16+00:00,20754676,FIRE/USDG@500000,1,True,False,False,ONE_WAY_ROUTE,FIRE->USDG,4679.502885037473162617,2.084315000000000000,0.000000000000000000,0.000000,0x43370330be39d388f6219d8241dc1f76fb9df268,0.000019733867244000,,,low,FIRE:-4679.5028850375|USDG:+2.0843150000,False,True,False,0xaa61254627b7392b0bc922097b10eb0587db2be7,0x43370330be39d388f6219d8241dc1f76fb9df268,no
0x21a046825df41f82a72ba52a52a2be46f7a609f56f8bad6d11fc9a7b41683aa8,2026-07-27T13:17:55+00:00,20761649,ETH/FIRE@3000 -> FIRE/USDG@500000 -> TA/USDG@39950,3,True,False,True,ONE_WAY_ROUTE,ETH->TA,0.003343430430306032,15551.043937082532719796,0.000000000000000000,0.000000,0x2f878417db3b6a61388bb620ff4f8be745cae66e,0.000019110972286000,,,low,ETH:-0.0033434304|TA:+15551.0439370825,False,True,False,0x000000000022b747bc1057d9497efe6d1c69296f,0x2f878417db3b6a61388bb620ff4f8be745cae66e,no
0xdfef287a4a46121ca8bce8e9dc1052af434cced44422621119ed86088c727c21,2026-07-27T13:55:17+00:00,20784022,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,9346.342264231900000000,3.951908000000000000,0.000000000000000000,0.000000,0x4337002c5702ce424cb62a56ca038e31e1d4a93d,0.000019686803526000,,,low,FIRE:-9346.3422642319|USDG:+3.9519080000,False,True,False,0xaa61254627b7392b0bc922097b10eb0587db2be7,0x4337002c5702ce424cb62a56ca038e31e1d4a93d,no
0xe45e9e6555225d6c299a1df3203c1249435eab2d5c5bba926cbbac17e06ccb8d,2026-07-28T13:55:37+00:00,21644109,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xeeef618a70e663813331892ee129709845570a1f,0.000023288934444000,,,low,ETH:-0.0041598476|WETH:+0.0042804542,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,yes
0x439a8d1caadc97c6755558c5a9956af17cce236c337859eae0ac2cf8a28de245,2026-07-28T20:26:19+00:00,21877909,ETH/FIRE@3000 -> FIRE/USDG@500000,2,True,False,True,ONE_WAY_ROUTE,ETH->USDG,0.005051999477681861,10.056027000000000000,0.000000000000000000,0.000000,0xeeef618a70e663813331892ee129709845570a1f,0.000022639501736000,,,low,ETH:-0.0050519995|USDG:+10.0560270000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,yes
0x7ff8e745d14ac0f798fe449114c5cd5dd58790df090b415c407e6218f7b0d407,2026-07-28T20:29:47+00:00,21879972,FIRE/USDG@400000 -> FIRE/USDG@450000 -> FIRE/USDG@500000,3,True,True,False,ONE_WAY_ROUTE,FIRE->USDG,59078.616348239700000000,21.389005000000000000,0.000000000000000000,0.000000,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,0.000024369464600000,,,low,FIRE:-59078.6163482397|USDG:+21.3890050000,False,True,False,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,yes
0x958497332bd5c1f528a51f1bf7c5c6ea7ac4cd655eba8469bf337a722e3582c2,2026-07-28T21:42:28+00:00,21923483,ETH/USDG@500 -> ETH/FIRE@3000 -> FIRE/USDG@500000,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,0.000006824918250000,,,low,ETH:+0.0000173468|USDG:+0.0410970000,False,True,False,0x4dbfd2ea0fa92f7f4e695078abb905395a24c113,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,yes
0x82e9fb85e0fe84038419385fb8efea6eab1d9ede1c43d35bc5e1651ae5eb7307,2026-07-28T21:43:39+00:00,21924200,ETH/FIRE@3000 -> FIRE/USDG@500000 -> USDG/VIRTUAL@3000,3,True,False,True,ONE_WAY_ROUTE,ETH->VIRTUAL,0.006816124180369624,24.221543677782692253,0.000000000000000000,0.000000,0xeeef618a70e663813331892ee129709845570a1f,0.000030231360200000,,,low,ETH:-0.0068161242|VIRTUAL:+24.2215436778,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,yes
0x119275105e06f56f32d36ae29651b8b96a1eac1744bcd82f913e2318dbf88ae9,2026-07-28T21:43:39+00:00,21924200,FIRE/USDG@400000 -> ETH/FIRE@3000,2,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x7081e9256628cd654034195ecffca45993970625,0.000026364185600000,,,low,ETH:-0.0024985295|FIRE:+160.8900032069|USDG:+5.1479500000,False,True,False,0x66553d3b26eef6021b5de73c1dd0ce3067d7da79,0x7081e9256628cd654034195ecffca45993970625,yes
0xd14b2b298e0aba7e3d7d8606ffb2fba638bfe0adc9ed77c96dcc0098266d6ff8,2026-07-28T21:46:17+00:00,21925772,ETH/USDG@500 -> ETH/FIRE@3000 -> FIRE/USDG@500000,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,0.000006825334500000,,,low,ETH:+0.0000222665|USDG:+0.0760290000,False,True,False,0x4dbfd2ea0fa92f7f4e695078abb905395a24c113,0x81a514664f5330b7b9f131691c67a1895a2f4bc6,yes
0x0511e8f74be617b6f6316f68a3bace2e6251428250b299f0da008ad606391890,2026-07-29T05:55:37+00:00,22218851,ETH/FIRE@3000 -> FIRE/USDG@400000 -> WETH/USDG@300,3,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xfce111029a620c7aa50f3d85c2cefcf5ee70c236,0.000015601266774000,,,low,ETH:-0.0012743611|WETH:+0.0013237385,False,True,False,0x7702e2e6b53114a037c45a89f855b52721a1c755,0xfce111029a620c7aa50f3d85c2cefcf5ee70c236,yes
0x3df7ca6c08a92c68215340262df17a020dead9ac6ca3cb6297ae4079dad8f39b,2026-07-29T06:24:37+00:00,22236184,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x338d0cd039d0f2511ae9858a2cbbe4d73052e0f6,0.000020884829868000,,,low,ETH:-0.0133940213|WETH:+0.0152936106,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x338d0cd039d0f2511ae9858a2cbbe4d73052e0f6,yes
0x5ebebfc6ae2528cc2bd7054d5e632c23b2e8b31ccab07ea7ef3b3751318d42d2,2026-07-29T06:24:37+00:00,22236184,FIRE/USDG@400000 -> ETH/FIRE@3000,2,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x7081e9256628cd654034195ecffca45993970625,0.000034169857744000,,,low,ETH:-0.0047611939|FIRE:+1.2297973559|USDG:+10.4253250000,False,True,False,0xc18410feffd9a42ec1a2f88e35cd74b80b8b3576,0x7081e9256628cd654034195ecffca45993970625,yes
0xf355b30f08d7ee8cd63ed6c9e71b47d7f36a5fee2a6e7612f3aefd47af646864,2026-07-29T19:17:08+00:00,22698348,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xeeef618a70e663813331892ee129709845570a1f,0.000017773976736000,,,low,ETH:-0.0040504374|WETH:+0.0042106173,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,yes
0x5784c7333801156d7e31782bd96754f6ce6597c3bf0cb4ffd99ec514d86ed909,2026-07-29T19:17:08+00:00,22698350,FIRE/USDG@400000 -> ETH/FIRE@3000,2,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,0.000013375971306000,,,low,ETH:-0.0015443154|FIRE:+0.0245012444|USDG:+3.0998680000,False,True,False,0xb1b0edf036b72231e303a12f4a682191a356feb3,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,yes
0x20a5232eb7c5d688b2ec7815e59c6428c7c7c76f1ef6c0101e2f6fc272cb6886,2026-07-29T19:18:19+00:00,22699058,FIRE/USDG@850000 -> FIRE/USDG@450000 -> FIRE/USDG@400000 -> FIRE/USDG@500000,4,True,True,False,ONE_WAY_ROUTE,FIRE->USDG,80411.152599781758990138,16.327337000000000000,0.000000000000000000,0.000000,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,0.000022353588036000,,,low,FIRE:-80411.1525997818|USDG:+16.3273370000,False,True,False,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,yes
0xce217e230ea8bf23bb747e65eae65fad8e9c8b7365f7e18b22584b5581a13ddc,2026-07-30T14:34:01+00:00,23390490,FIRE/USDG@500000,1,True,False,False,ONE_WAY_ROUTE,FIRE->USDG,23582.304766955243412169,4.481891000000000000,0.000000000000000000,0.000000,0xa6935eecdc353b080a22dfecd744f400ce5480d6,0.000012506265072000,,,low,FIRE:-23582.3047669552|USDG:+4.4818910000,False,True,False,0x53bf6b0684ec7ef91e1387da3d1a1769bc5a6f77,0xa6935eecdc353b080a22dfecd744f400ce5480d6,yes
0xe19feb6ec5b38f6e261edd23e9e514f9d5fc81c3c5b73d8b35e21a49330e61c4,2026-07-30T14:38:45+00:00,23393330,FIRE/USDG@500000,1,True,False,False,ONE_WAY_ROUTE,FIRE->USDG,233464.817192856909780475,35.478862000000000000,0.000000000000000000,0.000000,0xa6935eecdc353b080a22dfecd744f400ce5480d6,0.000009140110238000,,,low,FIRE:-233464.8171928569|USDG:+35.4788620000,False,True,False,0x53bf6b0684ec7ef91e1387da3d1a1769bc5a6f77,0xa6935eecdc353b080a22dfecd744f400ce5480d6,yes
0x68bd91ef9d9ae091304291a71043d271678d3d2e1b00bdefdfb851feb220fc31,2026-07-30T14:41:14+00:00,23394826,FIRE/USDG@400000 -> ETH/USDG@460,2,False,True,False,ONE_WAY_ROUTE,FIRE->ETH,1420.994446281893190417,0.000165557672947390,0.000000000000000000,0.000000,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,0.000011398959852000,,,low,ETH:+0.0001655577|FIRE:-1420.9944462819,False,True,False,0xa687b664662b96b180346d699a6d5b42e9b05d31,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,yes
0xe51232c0376feb312966c5b3c60a02412d8a506d6355eb48955907ddc9538288,2026-07-30T15:26:01+00:00,23421648,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,34275.986259502501402820,6.906805000000000000,0.000000000000000000,0.000000,0x1aa511c41636dc4e1dafe5092157eb606da01d03,0.000011053710336000,,,low,FIRE:-34275.9862595025|USDG:+6.9068050000,False,True,False,0xa687b664662b96b180346d699a6d5b42e9b05d31,0x1aa511c41636dc4e1dafe5092157eb606da01d03,yes
0x858b30541c3e8809b0e6b4c7270b14b568c27776e2061bebddeb15100ef2b561,2026-07-30T15:44:20+00:00,23432604,FIRE/USDG@991230 -> FIRE/USDG@400000,2,False,True,False,CLOSED_CYCLE,USDG,6.029261000000000000,7.624378000000000000,1.595117000000000000,26.456261,0x4be149bfa18f5c6e622f40a5fa779a44a86c6df2,0.000003677561832000,,0x2185964d3b387461ef79c1841cadcfc4ea5ed639,medium,USDG:+1.5951170000,True,True,False,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0x4be149bfa18f5c6e622f40a5fa779a44a86c6df2,yes
0x170ed1f872d44e60f25fd21363324f07e5ffa6ca8e94424603280f6600b0d2b9,2026-07-30T15:44:20+00:00,23432605,FIRE/USDG@991230 -> FIRE/USDG@500000,2,True,False,False,CLOSED_CYCLE,USDG,2.270104000000000000,2.381673000000000000,0.111569000000000000,4.914709,0x1360dda89a47ee1697c47d04d97a149f6e39f36f,0.000004274446254000,,0x0df9a8932b1ccacfcad3f1409431ebf8800f42e8,medium,USDG:+0.1115690000,True,True,False,0x000000000022b747bc1057d9497efe6d1c69296f,0x1360dda89a47ee1697c47d04d97a149f6e39f36f,yes
0xb17835f469d9f25404dce0399bc2151ee7aa0d094ef62dd10fe20ff3be07e35b,2026-07-30T15:46:24+00:00,23433845,FIRE/USDG@500000,1,True,False,False,ONE_WAY_ROUTE,FIRE->USDG,503833.523048941691991737,46.835945000000000000,0.000000000000000000,0.000000,0xe49193acd219557a150e35ccc2a66f89c42482e6,0.000008118127264000,,,low,FIRE:-503833.5230489417|USDG:+46.8359450000,False,True,False,0xa687b664662b96b180346d699a6d5b42e9b05d31,0xe49193acd219557a150e35ccc2a66f89c42482e6,yes
0x4a337d19f9cf01881a1d51987e9572d36d9f2e0380906e980a7af3d3ab3e2779,2026-07-30T15:51:39+00:00,23436990,FIRE/USDG@400000 -> FIRE/USDG@450000 -> FIRE/USDG@850000,3,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,28427.882377356127084567,4.029131000000000000,0.000000000000000000,0.000000,0x75cddbbbec8794f90ec75900501cfbe24da32714,0.000019883100000000,,,low,FIRE:-28427.8823773561|USDG:+4.0291310000,False,True,False,0x6aea160407e73658c6c546de727a7ef4cd73a1ad,0x75cddbbbec8794f90ec75900501cfbe24da32714,yes
0xcd5a6a7752daf94ef19ddf3ddd47d3c2ebccf65ae9bdd308f72e674c9015221f,2026-08-01T00:20:26+00:00,24603793,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,9504.309031260407491361,2.874755000000000000,0.000000000000000000,0.000000,0x43370240c309f6cc0815929a176609267971224f,0.000013166115160000,,,low,FIRE:-9504.3090312604|USDG:+2.8747550000,False,True,False,0x8f10b468b06c6fd214b65f87778827f7d113f996,0x43370240c309f6cc0815929a176609267971224f,yes
0x97e189b3bd86168a74800a7b7d0f5d91dd44c739639b08923307e24196da7154,2026-08-01T02:15:12+00:00,24672496,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.002201050471603529,4.210633000000000000,0.000000000000000000,0.000000,0xd6b33bcf3446f353ac4267f3cf66f405763a8735,0.000014234002488000,,,low,ETH:-0.0022010505|USDG:+4.2106330000,False,True,False,0x000000000022b747bc1057d9497efe6d1c69296f,0xd6b33bcf3446f353ac4267f3cf66f405763a8735,yes
0xf1b49d7d28f2a8ee50c57b345d5bb295623063908a3401eabf4b65e929348b1f,2026-08-01T02:15:17+00:00,24672547,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@100,3,False,True,True,CLOSED_CYCLE,ETH,0.001744709342018722,0.001832807185917661,0.000088097843898939,5.049428,0xfce11105bc7341b2b3b680b5cb21b2ada8cedf0d,0.000012177764984000,0.000075920078914939,0x090a8796ab1f6136a4319993f2cbedf04be20603,medium,ETH:+0.0000880978,True,True,False,0x7702e2e6b53114a037c45a89f855b52721a1c755,0xfce11105bc7341b2b3b680b5cb21b2ada8cedf0d,yes
0xec2209382c9f32554e92334e1fad141df92c99b9bfac62b70a8b712778b42b18,2026-08-01T02:16:38+00:00,24673351,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@100,3,False,True,True,CLOSED_CYCLE,ETH,0.003892041722859031,0.004193606502479930,0.000301564779620899,7.748241,0xfce1110e624a7ff68d72cfbdbb05855c3b20dc6a,0.000012063382800000,0.000289501396820899,0x090a8796ab1f6136a4319993f2cbedf04be20603,medium,ETH:+0.0003015648,True,True,False,0x7702e2e6b53114a037c45a89f855b52721a1c755,0xfce1110e624a7ff68d72cfbdbb05855c3b20dc6a,yes
0x459f4162d86a2f660bf457497426e6f3e26a696415209fc3ce2dd42e570b7887,2026-08-01T02:17:26+00:00,24673829,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.001985876694871660,3.790917000000000000,0.000000000000000000,0.000000,0xa2fdf319500419579d0f60b28d6e67cbc1260ed5,0.000009925037952000,,,low,ETH:-0.0019858767|USDG:+3.7909170000,False,True,False,0x000000000022b747bc1057d9497efe6d1c69296f,0xa2fdf319500419579d0f60b28d6e67cbc1260ed5,yes
0x3a4e65ee6903675542b60054aec1870c186302c1ec261a490153d3b7e819b36e,2026-08-01T02:20:54+00:00,24675904,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.007635712782005048,15.792244000000000000,0.000000000000000000,0.000000,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000017327038728000,,,low,ETH:-0.0076357128|USDG:+15.7922440000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,yes
0xdbc511aecf9115060561980a6f83f1d24fe4bafa6c78a5a80ba4b72bf71387a1,2026-08-01T02:20:55+00:00,24675917,ETH/FIRE@3000 -> FIRE/USDG@500000,2,True,False,True,ONE_WAY_ROUTE,ETH->USDG,0.002234527964388891,4.289642000000000000,0.000000000000000000,0.000000,0xf0229a7df821096bd3e097e36152bc948c1f4cc0,0.000006329045280000,,,low,ETH:-0.0022345280|USDG:+4.2896420000,False,True,False,0x000000007907b910ae1ee64a71f95b592fc7bb89,0xf0229a7df821096bd3e097e36152bc948c1f4cc0,yes
0xc70c5c0925746e43008b7474543f82cfd8c32c9c0345669cbef330abbec34268,2026-08-01T02:21:06+00:00,24676025,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,True,False,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000017358711080000,,,low,ETH:-0.0064209919|WETH:+0.0070313199,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,yes
0x05a0e773750f26abd85afafc95f9b3816572bbea348d0c11963810fcd7294387,2026-08-01T02:21:06+00:00,24676025,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.006136297123271295,12.524823000000000000,0.000000000000000000,0.000000,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000017296399440000,,,low,ETH:-0.0061362971|USDG:+12.5248230000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,yes
