tx_hash,from,to,amount_eth,trace_path,source
0x4666c008a31e451e8d3c630dca2bbc42bc05f0cc3c9ad314b5c335bd4f0cf1a2,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xa633c73658857d5241fe21d43f854a82e2d0592c,0.040613477180453816,root.12.1.0.0.5.0.5.0.0,blockscout_nested
0x4666c008a31e451e8d3c630dca2bbc42bc05f0cc3c9ad314b5c335bd4f0cf1a2,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x9622a5f4c3f5fef73cb71da0bff3ed86a8203056,0.040613477180453816,root.12.1.0.0.5.0.5.0.0.0,blockscout_nested
0x4666c008a31e451e8d3c630dca2bbc42bc05f0cc3c9ad314b5c335bd4f0cf1a2,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.040613477180453816,root.12.1.0.0.5.0.6,blockscout_nested
0x4666c008a31e451e8d3c630dca2bbc42bc05f0cc3c9ad314b5c335bd4f0cf1a2,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0.040613477180453816,root.12.1.0.0.11.0.0,blockscout_nested
0x4666c008a31e451e8d3c630dca2bbc42bc05f0cc3c9ad314b5c335bd4f0cf1a2,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.040613477180453816,root.12.1.0.0.12,blockscout_nested
0xd9e13b883b337272b5fe7116a77c1cce3aab2b25bd5be1328633090937c46d85,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0.004857482292734055,root.1.0.1.0.0,blockscout_nested
0xd9e13b883b337272b5fe7116a77c1cce3aab2b25bd5be1328633090937c46d85,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.004857482292734055,root.1.0.2,blockscout_nested
0xd9e13b883b337272b5fe7116a77c1cce3aab2b25bd5be1328633090937c46d85,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.00004857482292734,root.1.0.3.0.0.0,blockscout_nested
0x196f54a32b18ed5f42bf93c85c76bffbb0fa7d979dc8fa5a53260104d097b929,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0.003512464788994339,root.1.0.1.0.0,blockscout_nested
0x196f54a32b18ed5f42bf93c85c76bffbb0fa7d979dc8fa5a53260104d097b929,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.003512464788994339,root.1.0.2,blockscout_nested
0x196f54a32b18ed5f42bf93c85c76bffbb0fa7d979dc8fa5a53260104d097b929,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000035124647889943,root.1.0.3.0.0.0,blockscout_nested
0xa61be5392ead1d2f84d2e9088f3312f8dbc91a029bb41df80361aac0223fbcec,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000069174512498459,root.6.0.0.0.0.0.0.0,blockscout_nested
0xa61be5392ead1d2f84d2e9088f3312f8dbc91a029bb41df80361aac0223fbcec,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000069174512498459,root.11.1.2.3.0.0.0.0.0.0.0.0,blockscout_nested
0xa61be5392ead1d2f84d2e9088f3312f8dbc91a029bb41df80361aac0223fbcec,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xa633c73658857d5241fe21d43f854a82e2d0592c,0.006917451249845971,root.11.1.2.3.0.0.0.0.4.0.0,blockscout_nested
0xa61be5392ead1d2f84d2e9088f3312f8dbc91a029bb41df80361aac0223fbcec,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x9622a5f4c3f5fef73cb71da0bff3ed86a8203056,0.006917451249845971,root.11.1.2.3.0.0.0.0.4.0.0.0,blockscout_nested
0xa61be5392ead1d2f84d2e9088f3312f8dbc91a029bb41df80361aac0223fbcec,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.006917451249845971,root.11.1.2.3.0.0.0.0.5,blockscout_nested
0x7228a91562d54ce26e73875288b1538ada3317fbdcce9cc194159c7f24a5959d,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0.012254149701551498,root.1.0.1.0.0,blockscout_nested
0x7228a91562d54ce26e73875288b1538ada3317fbdcce9cc194159c7f24a5959d,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.012254149701551498,root.1.0.2,blockscout_nested
0x7228a91562d54ce26e73875288b1538ada3317fbdcce9cc194159c7f24a5959d,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000122541497015514,root.1.0.3.0.0.0,blockscout_nested
0x159c64034d5948d14b90f97676149c33a011450b07ee183bb126ea07076eb581,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000052723042579665,root.6.0.0.0.0.0.0.0,blockscout_nested
0x159c64034d5948d14b90f97676149c33a011450b07ee183bb126ea07076eb581,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000052723042579665,root.11.1.2.3.0.0.0.0.0.0.0.0,blockscout_nested
0x159c64034d5948d14b90f97676149c33a011450b07ee183bb126ea07076eb581,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xa633c73658857d5241fe21d43f854a82e2d0592c,0.005272304257966513,root.11.1.2.3.0.0.0.0.4.0.0,blockscout_nested
0x159c64034d5948d14b90f97676149c33a011450b07ee183bb126ea07076eb581,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x9622a5f4c3f5fef73cb71da0bff3ed86a8203056,0.005272304257966513,root.11.1.2.3.0.0.0.0.4.0.0.0,blockscout_nested
0x159c64034d5948d14b90f97676149c33a011450b07ee183bb126ea07076eb581,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x8366a39cc670b4001a1121b8f6a443a643e40951,0.005272304257966513,root.11.1.2.3.0.0.0.0.5,blockscout_nested
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000686692726570994,root.0.1.0.0.0.0.0.0.0,blockscout_nested
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0.068669272657099432,root.1.1.0.0.0.0,blockscout_nested
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.068669272657099432,root.1.1.0.0.1,blockscout_nested
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xc6b81b429797e0f555440b70cd99e032d7ae947e,0.068669272657099432,root.1.1.0.0.1.0,blockscout_nested
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,0.000686692726570994,root.1.1.0.0.5.0.1.0.0.0,blockscout_nested
0xc9ad3062f9b616ef1b1d1f668fed160c1fed586ca38e50519434bf327a927489,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xa633c73658857d5241fe21d43f854a82e2d0592c,0.068669272657099432,root.1.1.0.0.5.0.5.0.0,blockscout_nested
