event_type,pool,block,timestamp_utc,transaction_hash,transaction_index,log_index,tx_from,swap_sender,pool_id,direction,amount0_fire_raw,amount1_usdg_raw,fire_in,fire_out,usdg_in,usdg_out,avg_execution_price_usdg_per_fire,sqrt_price_x96_after,spot_price_after_usdg_per_fire,liquidity_after,tick_after,fee_raw,fee_percent
SWAP,FIRE_USDG_40pct,14237570,2026-07-19T23:32:39+00:00,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,5,28,0xada5bb90d0de0bd1b6f3938708f49295a8d1f7cb,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,305646841154775355889,-305079,305.64684115477536,0,0,0.305079,0.0009981421657994894,2134852437993466708076,0.000726066762039805,38781322019309,-348607,400000,40.0
SWAP,FIRE_USDG_40pct,15333407,2026-07-21T06:04:32+00:00,0x6110c258c007d8d68d3e6e6a4974b761396e3dbc2d771a84bc99411297320e66,6,17,0xe93bc5b2088eac5b7bf3aabb6db9a40b079f5ffc,0x8876789976decbfcbbbe364623c63652db8c0904,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-438907082984068813141,161631,0,438.90708298406884,0.161631,0,0.00036825789846245605,1804648574106573906811,0.0005188312398483484,38781322019309,-351968,400000,40.0
SWAP,FIRE_USDG_40pct,16941808,2026-07-23T02:50:44+00:00,0xa4e39d0debeb8cf3a264bfd853c39b998f357c5dc55a9cab760b54112e0bd40f,8,26,0x435cd90a7f63f260470b98173dd3f67b396e0c30,0x877b85f7cd10ec2b42aba6d6f055f17417f9130e,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,1187660410147979335619,-3395710,1187.6604101479793,0,0,3.39571,0.002859159041578984,5967000702237138281171,0.0056722192631955435,38781322019309,-328049,400000,40.0
SWAP,FIRE_USDG_40pct,16941809,2026-07-23T02:50:44+00:00,0xade3300f80d779fec5edc269e80015c727d1a225cc2fe5ea7bb120eaf2701924,9,12,0x000043499317f9f18a14a9059cbb94e2c72d71a6,0xf094e5ac95a1f7120bc4a17296e41677e1dcd1ba,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-740655069957590656425,1353015,0,740.6550699575906,1.353015,0,0.0018267815274355345,3202863568106830943886,0.0016342470567388514,38781322019309,-340493,400000,40.0
SWAP,FIRE_USDG_40pct,17296836,2026-07-23T12:44:10+00:00,0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,8,36,0x35f17f653000b663c3f28667bcd68b2e17d460d7,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-249600000000000000000,211696,0,249.6,0.211696,0,0.0008481410256410256,2770378441526593632758,0.0012226975175514698,38781322019309,-343395,400000,40.0
SWAP,FIRE_USDG_40pct,17748013,2026-07-24T01:17:53+00:00,0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,3,11,0x0db8a59558dad8e67b5b4d4ea6aabf9f96bf075d,0xa687b664662b96b180346d699a6d5b42e9b05d31,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-5198175976119336126776,3395128,0,5198.175976119336,3.395128,0,0.0006531383345999399,2466459915402329765946,0.0009691454385694639,885072059185302,-345719,400000,40.0
SWAP,FIRE_USDG_40pct,17963837,2026-07-24T07:18:57+00:00,0x15fb712a8b6537854383ca2ad14d3d02eb1a0f8ef528600583ab23eccef738df,2,5,0x440e1da19f8569b5d92bc935707461a9f883df2f,0x5162700f6f252136cd8a2d7bb827b799f11a1a45,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-1072629918981629669664,606295,0,1072.6299189816298,0.606295,0,0.0005652415518817759,2397555068502748168818,0.000915752292829314,697131094163496,-346286,400000,40.0
SWAP,FIRE_USDG_40pct,18275318,2026-07-24T15:59:45+00:00,0xdd2baecce69e798ff7544f26b3a478120a04234ba17b12e4573e8c6e34299802,13,44,0x44bdba794fe26ed60e2229451c73eb2097f82363,0x8876789976decbfcbbbe364623c63652db8c0904,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,15381596957264336050664,-47076097,15381.596957264335,0,0,47.076097,0.0030605467774766494,4807738584481620817423,0.003682328448877602,928498418278099,-332369,400000,40.0
SWAP,FIRE_USDG_40pct,18275319,2026-07-24T15:59:45+00:00,0x203f02389c183e2bc468da547fc60172b995b1f0ae25a73356fa8ab0751b1e08,1,4,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-20892766802045388296341,25373037,0,20892.76680204539,25.373037,0,0.0012144412102238174,2642673899993245192403,0.001112571635144177,928498418278099,-344339,400000,40.0
SWAP,FIRE_USDG_40pct,18349428,2026-07-24T18:03:27+00:00,0xe535bead2b7617eea80045959cebf93a3891eddb5b96e1cb026683e725c489ab,7,38,0x29a8260a3f0e15b95cefb0d418b40f3e7439d121,0x8876789976decbfcbbbe364623c63652db8c0904,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,6505040111907775484193,-15314942,6505.040111907775,0,0,15.314942,0.002354319379517014,3355306594855749469190,0.0017935159919451214,1021598949369496,-339563,400000,40.0
SWAP,FIRE_USDG_40pct,18349429,2026-07-24T18:03:27+00:00,0x196f54a32b18ed5f42bf93c85c76bffbb0fa7d979dc8fa5a53260104d097b929,5,14,0xdf465f1a0ec31f5d14e8c61179b71e382f97e794,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-9174547736784783386280,8038471,0,9174.547736784783,8.038471,0,0.0008761708185102406,2731898235089115198134,0.0011889671828655287,1021598949369496,-343675,400000,40.0
SWAP,FIRE_USDG_40pct,18355595,2026-07-24T18:13:43+00:00,0x07f95beee6e859751620fb5b61435266803c93b346862ad669318509124d2416,17,71,0x29a8260a3f0e15b95cefb0d418b40f3e7439d121,0x8876789976decbfcbbbe364623c63652db8c0904,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,7114192637628153100745,-18552387,7114.1926376281535,0,0,18.552387,0.0026077993589705916,3595175261809612632477,0.002059116724245922,1021598949369496,-338182,400000,40.0
SWAP,FIRE_USDG_40pct,18355596,2026-07-24T18:13:43+00:00,0xd9e13b883b337272b5fe7116a77c1cce3aab2b25bd5be1328633090937c46d85,5,9,0x718a74deadeb8bdcbcbf2fd0e228f4b41b92cab7,0x4c4353e0d893c9d3114b3ce1d9e4b802e687ad0d,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-13608587737265113164578,12338182,0,13608.587737265114,12.338182,0,0.0009066467614573777,2638310988253469623146,0.0011089010763516338,1021598949369496,-344372,400000,40.0
SWAP,FIRE_USDG_40pct,18392665,2026-07-24T19:15:37+00:00,0x8692c086e75f93ae5585a5e16c696342b1dec0282d116f758dd0aeab18ad94bb,5,76,0xfce111095e51bc515e2da7131524868ab27a6f08,0x7702e2e6b53114a037c45a89f855b52721a1c755,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-7961945052512887918044,4763326,0,7961.945052512888,4.763326,0,0.0005982616017296723,2372319107893015477888,0.0008965758700305062,1418801229875640,-346497,400000,40.0
SWAP,FIRE_USDG_40pct,19396599,2026-07-25T23:15:12+00:00,0x10e370f62978d95df058b0b38c81d162b72ada45c3edaf8213f65e79c316ff7f,36,32,0x1edb56b951d492a0f18b3adeab2f1880e487fa9f,0xbd665831a520182e944af92b23a317791c5d8efa,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,1227581665185769965718,-1863404,1227.58166518577,0,0,1.863404,0.001517947076635436,2409870945695116587354,0.0009251846185901787,2358883571573609,-346183,400000,40.0
SWAP,FIRE_USDG_40pct,19687264,2026-07-26T07:21:38+00:00,0x08e50bfda808b7991599da01be574023be05212e60225203e5d1b8228b96c660,3,14,0x4337004ec9c1417f1c7a26ebd4b4fbed6acf9e5d,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-6277083525423276633932,3323093,0,6277.083525423277,3.323093,0,0.0005294007936234872,2298257739098657667417,0.0008414693369632782,2358883571573609,-347132,400000,40.0
SWAP,FIRE_USDG_40pct,19856776,2026-07-26T12:05:15+00:00,0x995f21fea990685bc4d6228b95a68e1552cbd117e98f8587c8023f1ce01e9a51,4,8,0x1c7af9ef66af0c6eff165a085b2730ee07472b33,0x8876789976decbfcbbbe364623c63652db8c0904,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,1318901683627438157164,-1886080,1318.9016836274382,0,0,1.88608,0.0014300383595027524,2343469868168405956469,0.0008749023441906884,1983060596740028,-346742,400000,40.0
SWAP,FIRE_USDG_40pct,20021264,2026-07-26T16:40:02+00:00,0x036c9da13f534059d5feb064f85e0c069caa48f3b157271b31ccd373406c8a29,1,7,0x4337019d937ebcbd73dd750072d86c1ce664b350,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-4631819918130973597053,2334657,0,4631.819918130974,2.334657,0,0.0005040474459857839,2250194539566360049980,0.0008066422497742664,1983060596740028,-347554,400000,40.0
SWAP,FIRE_USDG_40pct,20098837,2026-07-26T18:49:27+00:00,0x64fa0aa1c397a6b32f8bdff2c53a9bb079e8ce156b5418351aa19d9b8c41e791,6,9,0x433702948d7be4201a2bcee6c349ad807c547a5d,0x8f10b468b06c6fd214b65f87778827f7d113f996,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-5201553144158262515977,2401443,0,5201.5531441582625,2.401443,0,0.0004616780668091418,2146481280013117608182,0.0007339982813203407,1834499487121949,-348498,400000,40.0
SWAP,FIRE_USDG_40pct,20144775,2026-07-26T20:06:09+00:00,0x50cfbe113e3513708e67281c4deb85eb8e812cb71adab1de79c9c84bd9d67076,2,5,0xfce11108e69699329c11e0882af3570a9825ad1d,0x7702e2e6b53114a037c45a89f855b52721a1c755,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-4769924514490593237783,2015483,0,4769.9245144905935,2.015483,0,0.0004225398104052061,2059436815942976211881,0.0006756748859033865,1834499487121949,-349326,400000,40.0
SWAP,FIRE_USDG_40pct,20148081,2026-07-26T20:11:40+00:00,0xd932ac75d98c17d4657d10968a80e5ad91f6a42c3ff29bcbc118e19b21585bfe,1,1,0xb18192f07549bd799d4ac5ca8f93aaa722454118,0x66553d3b26eef6021b5de73c1dd0ce3067d7da79,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-8292703232242722426001,3140493,0,8292.703232242722,3.140493,0,0.0003787055815273241,1923805542451099047727,0.0005896077395561882,1834499487121949,-350689,400000,40.0
SWAP,FIRE_USDG_40pct,20240624,2026-07-26T22:46:18+00:00,0x0e8761a434d77192d252711ea37f5bf9036540543cc62b7b302ac27cb97c98bc,1,8,0x4337007ab182ebe9cdb0bc4b96734c32176d44cc,0x8f10b468b06c6fd214b65f87778827f7d113f996,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-6844643200800300000000,2296555,0,6844.6432008003,2.296555,0,0.000335525889754411,1824622140999482032905,0.0005303794804945034,1834499487121949,-351747,400000,40.0
SWAP,FIRE_USDG_40pct,20354494,2026-07-27T01:56:41+00:00,0xeae961abe0dad41cd8dbc210dd09d13f0b60b847416bf4bdeb45f9ba83062cc9,1,6,0xf71eaa3a1be24fe2f1deef742269c31a911ce754,0x8876789976decbfcbbbe364623c63652db8c0904,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,60488766116479796731176,-187577479,60488.7661164798,0,0,187.577479,0.0031010300100814204,6400935410525122714341,0.006527212056917615,1948479231486226,-326645,400000,40.0
SWAP,FIRE_USDG_40pct,20354494,2026-07-27T01:56:41+00:00,0x0be0c91ceeda08475fd42d59888d493ffb781ec44de77cfb71a82e00081f2286,2,19,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-67127140408248481071287,98461223,0,67127.14040824848,98.461223,0,0.0014667870909022252,2397350612564458637376,0.000915596114551287,1948479231486226,-346287,400000,40.0
SWAP,FIRE_USDG_40pct,20382514,2026-07-27T02:43:33+00:00,0x88de39808ac0335c509d0a853382fef16634d9d4d5d185b468ecb158982d60a8,7,20,0x4337012eaf1f862b8dbdc6b62a01782ae01ef038,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-11832388973902900000000,5938436,0,11832.3889739029,5.938436,0,0.0005018797144936331,2190161151744243830379,0.000764175263174093,2270827108572797,-348095,400000,40.0
SWAP,FIRE_USDG_40pct,20784022,2026-07-27T13:55:17+00:00,0xdfef287a4a46121ca8bce8e9dc1052af434cced44422621119ed86088c727c21,17,31,0x4337002c5702ce424cb62a56ca038e31e1d4a93d,0xaa61254627b7392b0bc922097b10eb0587db2be7,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-9346342264231900000000,3951908,0,9346.3422642319,3.951908,0,0.0004228293687813898,2019747597073711745437,0.0006498827847393069,1837309765948830,-349715,400000,40.0
SWAP,FIRE_USDG_40pct,21879972,2026-07-28T20:29:47+00:00,0x7ff8e745d14ac0f798fe449114c5cd5dd58790df090b415c407e6218f7b0d407,4,21,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-14769654087059925000000,5425599,0,14769.654087059926,5.425599,0,0.00036734773665102335,1904682966919909459003,0.0005779446243515995,3735815598918039,-350889,400600,40.06
SWAP,FIRE_USDG_40pct,21924200,2026-07-28T21:43:39+00:00,0x119275105e06f56f32d36ae29651b8b96a1eac1744bcd82f913e2318dbf88ae9,33,56,0x7081e9256628cd654034195ecffca45993970625,0x66553d3b26eef6021b5de73c1dd0ce3067d7da79,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-15764023492884888833073,5147950,0,15764.02349288489,5.14795,0,0.0003265632027460206,1795506632492808548994,0.0005135879906408863,3735815598918039,-352069,400600,40.06
SWAP,FIRE_USDG_40pct,22218851,2026-07-29T05:55:37+00:00,0x0511e8f74be617b6f6316f68a3bace2e6251428250b299f0da008ad606391890,1,5,0xfce111029a620c7aa50f3d85c2cefcf5ee70c236,0x7702e2e6b53114a037c45a89f855b52721a1c755,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-8452711712134042363287,2530893,0,8452.711712134042,2.530893,0,0.0002994178775039554,1746357738376709910257,0.0004858556510555497,4079807654031298,-352624,400600,40.06
SWAP,FIRE_USDG_40pct,22236184,2026-07-29T06:24:37+00:00,0x5ebebfc6ae2528cc2bd7054d5e632c23b2e8b31ccab07ea7ef3b3751318d42d2,20,73,0x7081e9256628cd654034195ecffca45993970625,0xc18410feffd9a42ec1a2f88e35cd74b80b8b3576,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-40492914199143468317961,10425325,0,40492.914199143466,10.425325,0,0.00025746047688068164,1543902267211936077944,0.00037973483801681936,4079807654031298,-355089,400600,40.06
SWAP,FIRE_USDG_40pct,22698350,2026-07-29T19:17:08+00:00,0x5784c7333801156d7e31782bd96754f6ce6597c3bf0cb4ffd99ec514d86ed909,9,29,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,0xb1b0edf036b72231e303a12f4a682191a356feb3,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-14171590475008607335200,3099868,0,14171.590475008607,3.099868,0,0.00021873818647713338,1483704114247124306203,0.00035069973236593325,4079807654031298,-355884,400600,40.06
SWAP,FIRE_USDG_40pct,22699058,2026-07-29T19:18:19+00:00,0x20a5232eb7c5d688b2ec7815e59c6428c7c7c76f1ef6c0101e2f6fc272cb6886,4,24,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-14069262836430023721035,2847275,0,14069.262836430024,2.847275,0,0.00020237556388721755,1428411215081449380683,0.0003250478780466624,4079807654031298,-356644,400600,40.06
SWAP,FIRE_USDG_40pct,23155534,2026-07-30T08:01:13+00:00,0xe636dbbe5e17505145dc347cacda037ffd3dc8614082c0e7418cb108db00ddb0,1,4,0xfce111095e51bc515e2da7131524868ab27a6f08,0x7702e2e6b53114a037c45a89f855b52721a1c755,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,8520274305391648469317,-4815533,8520.27430539165,0,0,4.815533,0.0005651852073533266,1488721186364518640339,0.0003530754899568395,3791852993142560,-355817,400600,40.06
SWAP,FIRE_USDG_40pct,23155761,2026-07-30T08:01:36+00:00,0x4faffe69c0566b5fe8d37218ebd2702d2ce6f2e89115eb50a1d57b7ced256ec6,1,4,0xfce11104ed4f6492ec827d24e3af694ae32d49af,0x7702e2e6b53114a037c45a89f855b52721a1c755,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,FIRE_TO_USDG,5860201951479278719601,-3555184,5860.201951479279,0,0,3.555184,0.0006066657820730175,1533246486363091646348,0.0003745111816002693,3791852993142560,-355227,400600,40.06
SWAP,FIRE_USDG_40pct,23394826,2026-07-30T14:41:14+00:00,0x68bd91ef9d9ae091304291a71043d271678d3d2e1b00bdefdfb851feb220fc31,4,11,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,0xa687b664662b96b180346d699a6d5b42e9b05d31,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,USDG_TO_FIRE,-1420994446281893190417,317607,0,1420.9944462818933,0.317607,0,0.00022351037390120376,1526610305534154451813,0.00037127628692472023,3791852993142560,-355314,400600,40.06
